337.0,219.0,362.0,219.0,362.0,167.0,337.0,167.0
338.0,222.0,364.0,222.0,364.0,166.0,338.0,166.0
339.0,163.0,366.0,163.0,366.0,219.0,339.0,219.0
340.0,164.0,366.0,164.0,366.0,219.0,340.0,219.0
338.0,166.0,364.0,166.0,364.0,221.0,338.0,221.0
331.0,216.0,361.0,216.0,361.0,168.0,331.0,168.0
330.0,222.0,363.0,222.0,363.0,166.0,330.0,166.0
333.0,215.0,361.0,215.0,361.0,166.0,333.0,166.0
332.0,227.0,363.0,227.0,363.0,166.0,332.0,166.0
332.0,166.0,360.0,166.0,360.0,225.0,332.0,225.0
333.0,164.0,359.0,164.0,359.0,224.0,333.0,224.0
333.0,226.0,358.0,226.0,358.0,166.0,333.0,166.0
332.0,166.0,358.0,166.0,358.0,224.0,332.0,224.0
332.0,226.0,355.0,226.0,355.0,166.0,332.0,166.0
331.0,166.0,353.0,166.0,353.0,231.0,331.0,231.0
331.0,226.0,355.0,226.0,355.0,167.0,331.0,167.0
330.0,165.0,355.0,165.0,355.0,228.0,330.0,228.0
331.0,165.0,354.0,165.0,354.0,229.0,331.0,229.0
330.0,166.0,355.0,166.0,355.0,232.0,330.0,232.0
331.0,223.0,355.0,223.0,355.0,165.0,331.0,165.0
329.0,223.0,358.0,223.0,358.0,164.0,329.0,164.0
330.0,224.0,357.0,224.0,357.0,163.0,330.0,163.0
330.0,163.0,354.0,163.0,354.0,230.0,330.0,230.0
330.0,161.0,355.0,161.0,355.0,227.0,330.0,227.0
331.0,159.0,355.0,159.0,355.0,227.0,331.0,227.0
328.0,159.0,354.0,159.0,354.0,228.0,328.0,228.0
327.0,159.0,356.0,159.0,356.0,231.0,327.0,231.0
327.0,157.0,356.0,157.0,356.0,224.0,327.0,224.0
329.0,156.0,355.0,156.0,355.0,222.0,329.0,222.0
329.0,157.0,355.0,157.0,355.0,224.0,329.0,224.0
328.0,155.0,355.0,155.0,355.0,227.0,328.0,227.0
331.0,154.0,356.0,154.0,356.0,223.0,331.0,223.0
330.0,220.0,355.0,220.0,355.0,154.0,330.0,154.0
331.0,152.0,357.0,152.0,357.0,219.0,331.0,219.0
334.0,152.0,359.0,152.0,359.0,216.0,334.0,216.0
334.0,153.0,358.0,153.0,358.0,222.0,334.0,222.0
333.0,224.0,357.0,224.0,357.0,153.0,333.0,153.0
331.0,152.0,357.0,152.0,357.0,222.0,331.0,222.0
333.0,152.0,358.0,152.0,358.0,227.0,333.0,227.0
337.0,150.0,359.0,150.0,359.0,219.0,337.0,219.0
333.0,152.0,363.0,152.0,363.0,222.0,333.0,222.0
334.0,153.0,363.0,153.0,363.0,225.0,334.0,225.0
333.0,152.0,361.0,152.0,361.0,221.0,333.0,221.0
333.0,152.0,360.0,152.0,360.0,220.0,333.0,220.0
331.0,152.0,359.0,152.0,359.0,217.0,331.0,217.0
333.0,150.0,357.0,150.0,357.0,219.0,333.0,219.0
331.0,152.0,360.0,152.0,360.0,221.0,331.0,221.0
335.0,152.0,360.0,152.0,360.0,227.0,335.0,227.0
334.0,152.0,358.0,152.0,358.0,226.0,334.0,226.0
334.0,151.0,358.0,151.0,358.0,225.0,334.0,225.0
335.0,150.0,360.0,150.0,360.0,222.0,335.0,222.0
333.0,152.0,361.0,152.0,361.0,227.0,333.0,227.0
334.0,151.0,361.0,151.0,361.0,225.0,334.0,225.0
339.0,152.0,363.0,152.0,363.0,223.0,339.0,223.0
337.0,150.0,366.0,150.0,366.0,218.0,337.0,218.0
340.0,151.0,364.0,151.0,364.0,221.0,340.0,221.0
340.0,152.0,365.0,152.0,365.0,224.0,340.0,224.0
339.0,152.0,364.0,152.0,364.0,227.0,339.0,227.0
339.0,153.0,361.0,153.0,361.0,229.0,339.0,229.0
338.0,151.0,362.0,151.0,362.0,222.0,338.0,222.0
337.0,151.0,362.0,151.0,362.0,221.0,337.0,221.0
336.0,218.0,361.0,218.0,361.0,151.0,336.0,151.0
332.0,219.0,359.0,219.0,359.0,149.0,332.0,149.0
333.0,224.0,360.0,224.0,360.0,151.0,333.0,151.0
331.0,148.0,356.0,148.0,356.0,221.0,331.0,221.0
330.0,218.0,355.0,218.0,355.0,148.0,330.0,148.0
328.0,218.0,354.0,218.0,354.0,149.0,328.0,149.0
327.0,221.0,352.0,221.0,352.0,150.0,327.0,150.0
323.0,228.0,350.0,228.0,350.0,151.0,323.0,151.0
323.0,228.0,346.0,228.0,346.0,147.0,323.0,147.0
322.0,224.0,350.0,224.0,350.0,148.0,322.0,148.0
324.0,221.0,351.0,221.0,351.0,148.0,324.0,148.0
323.0,224.0,351.0,224.0,351.0,147.0,323.0,147.0
322.0,229.0,348.0,229.0,348.0,148.0,322.0,148.0
324.0,217.0,350.0,217.0,350.0,146.0,324.0,146.0
323.0,218.0,350.0,218.0,350.0,147.0,323.0,147.0
324.0,220.0,349.0,220.0,349.0,148.0,324.0,148.0
325.0,221.0,348.0,221.0,348.0,146.0,325.0,146.0
323.0,147.0,346.0,147.0,346.0,224.0,323.0,224.0
326.0,214.0,348.0,214.0,348.0,147.0,326.0,147.0
323.0,223.0,347.0,223.0,347.0,145.0,323.0,145.0
323.0,148.0,349.0,148.0,349.0,220.0,323.0,220.0
322.0,212.0,351.0,212.0,351.0,145.0,322.0,145.0
324.0,215.0,351.0,215.0,351.0,148.0,324.0,148.0
320.0,145.0,347.0,145.0,347.0,222.0,320.0,222.0
325.0,147.0,347.0,147.0,347.0,219.0,325.0,219.0
322.0,147.0,347.0,147.0,347.0,219.0,322.0,219.0
323.0,147.0,348.0,147.0,348.0,218.0,323.0,218.0
326.0,148.0,348.0,148.0,348.0,224.0,326.0,224.0
328.0,149.0,351.0,149.0,351.0,224.0,328.0,224.0
328.0,148.0,353.0,148.0,353.0,224.0,328.0,224.0
329.0,147.0,352.0,147.0,352.0,222.0,329.0,222.0
331.0,223.0,360.0,223.0,360.0,149.0,331.0,149.0
332.0,224.0,362.0,224.0,362.0,145.0,332.0,145.0
334.0,229.0,358.0,229.0,358.0,145.0,334.0,145.0
332.0,147.0,360.0,147.0,360.0,227.0,332.0,227.0
334.0,147.0,361.0,147.0,361.0,224.0,334.0,224.0
338.0,145.0,362.0,145.0,362.0,220.0,338.0,220.0
339.0,145.0,360.0,145.0,360.0,221.0,339.0,221.0
337.0,147.0,362.0,147.0,362.0,225.0,337.0,225.0
340.0,146.0,362.0,146.0,362.0,225.0,340.0,225.0
339.0,215.0,368.0,215.0,368.0,144.0,339.0,144.0
338.0,221.0,369.0,221.0,369.0,144.0,338.0,144.0
340.0,223.0,372.0,223.0,372.0,143.0,340.0,143.0
341.0,225.0,372.0,225.0,372.0,143.0,341.0,143.0
341.0,143.0,366.0,143.0,366.0,224.0,341.0,224.0
338.0,229.0,366.0,229.0,366.0,146.0,338.0,146.0
337.0,227.0,367.0,227.0,367.0,145.0,337.0,145.0
344.0,145.0,370.0,145.0,370.0,220.0,344.0,220.0
345.0,146.0,371.0,146.0,371.0,228.0,345.0,228.0
346.0,145.0,373.0,145.0,373.0,230.0,346.0,230.0
348.0,147.0,375.0,147.0,375.0,226.0,348.0,226.0
351.0,147.0,378.0,147.0,378.0,225.0,351.0,225.0
350.0,225.0,387.0,225.0,387.0,145.0,350.0,145.0
357.0,228.0,389.0,228.0,389.0,146.0,357.0,146.0
357.0,234.0,390.0,234.0,390.0,148.0,357.0,148.0
358.0,239.0,386.0,239.0,386.0,148.0,358.0,148.0
363.0,149.0,389.0,149.0,389.0,226.0,363.0,226.0
367.0,148.0,392.0,148.0,392.0,224.0,367.0,224.0
362.0,232.0,393.0,232.0,393.0,145.0,362.0,145.0
364.0,236.0,394.0,236.0,394.0,148.0,364.0,148.0
367.0,241.0,395.0,241.0,395.0,149.0,367.0,149.0
367.0,225.0,398.0,225.0,398.0,147.0,367.0,147.0
369.0,231.0,401.0,231.0,401.0,146.0,369.0,146.0
368.0,234.0,406.0,234.0,406.0,147.0,368.0,147.0
365.0,236.0,401.0,236.0,401.0,148.0,365.0,148.0
365.0,241.0,394.0,241.0,394.0,152.0,365.0,152.0
366.0,237.0,398.0,237.0,398.0,150.0,366.0,150.0
366.0,240.0,397.0,240.0,397.0,148.0,366.0,148.0
370.0,238.0,402.0,238.0,402.0,150.0,370.0,150.0
375.0,242.0,406.0,242.0,406.0,151.0,375.0,151.0
374.0,250.0,403.0,250.0,403.0,154.0,374.0,154.0
373.0,249.0,404.0,249.0,404.0,152.0,373.0,152.0
377.0,151.0,406.0,151.0,406.0,232.0,377.0,232.0
381.0,239.0,416.0,239.0,416.0,155.0,381.0,155.0
381.0,242.0,419.0,242.0,419.0,152.0,381.0,152.0
383.0,247.0,416.0,247.0,416.0,155.0,383.0,155.0
383.0,250.0,413.0,250.0,413.0,156.0,383.0,156.0
380.0,247.0,415.0,247.0,415.0,154.0,380.0,154.0
390.0,155.0,417.0,155.0,417.0,235.0,390.0,235.0
390.0,243.0,423.0,243.0,423.0,156.0,390.0,156.0
393.0,250.0,427.0,250.0,427.0,159.0,393.0,159.0
392.0,254.0,421.0,254.0,421.0,158.0,392.0,158.0
393.0,256.0,421.0,256.0,421.0,159.0,393.0,159.0
398.0,159.0,424.0,159.0,424.0,241.0,398.0,241.0
399.0,244.0,434.0,244.0,434.0,159.0,399.0,159.0
401.0,251.0,437.0,251.0,437.0,162.0,401.0,162.0
404.0,254.0,435.0,254.0,435.0,163.0,404.0,163.0
406.0,260.0,434.0,260.0,434.0,160.0,406.0,160.0
407.0,253.0,439.0,253.0,439.0,162.0,407.0,162.0
411.0,248.0,445.0,248.0,445.0,160.0,411.0,160.0
412.0,251.0,445.0,251.0,445.0,160.0,412.0,160.0
412.0,249.0,442.0,249.0,442.0,161.0,412.0,161.0
412.0,257.0,441.0,257.0,441.0,160.0,412.0,160.0
412.0,252.0,442.0,252.0,442.0,159.0,412.0,159.0
411.0,238.0,439.0,238.0,439.0,159.0,411.0,159.0
411.0,244.0,448.0,244.0,448.0,160.0,411.0,160.0
410.0,248.0,443.0,248.0,443.0,159.0,410.0,159.0
410.0,253.0,444.0,253.0,444.0,158.0,410.0,158.0
408.0,256.0,440.0,256.0,440.0,157.0,408.0,157.0
406.0,249.0,437.0,249.0,437.0,157.0,406.0,157.0
411.0,247.0,445.0,247.0,445.0,158.0,411.0,158.0
416.0,248.0,446.0,248.0,446.0,158.0,416.0,158.0
417.0,254.0,447.0,254.0,447.0,158.0,417.0,158.0
420.0,258.0,448.0,258.0,448.0,161.0,420.0,161.0
420.0,254.0,452.0,254.0,452.0,159.0,420.0,159.0
421.0,249.0,456.0,249.0,456.0,163.0,421.0,163.0
428.0,245.0,465.0,245.0,465.0,162.0,428.0,162.0
442.0,256.0,471.0,256.0,471.0,161.0,442.0,161.0
444.0,254.0,475.0,254.0,475.0,162.0,444.0,162.0
444.0,253.0,474.0,253.0,474.0,160.0,444.0,160.0
452.0,162.0,479.0,162.0,479.0,238.0,452.0,238.0
454.0,249.0,489.0,249.0,489.0,160.0,454.0,160.0
459.0,252.0,492.0,252.0,492.0,161.0,459.0,161.0
462.0,253.0,488.0,253.0,488.0,159.0,462.0,159.0
459.0,255.0,488.0,255.0,488.0,158.0,459.0,158.0
465.0,157.0,493.0,157.0,493.0,238.0,465.0,238.0
465.0,237.0,503.0,237.0,503.0,155.0,465.0,155.0
464.0,239.0,502.0,239.0,502.0,152.0,464.0,152.0
466.0,240.0,499.0,240.0,499.0,151.0,466.0,151.0
466.0,245.0,495.0,245.0,495.0,153.0,466.0,153.0
470.0,151.0,493.0,151.0,493.0,232.0,470.0,232.0
470.0,153.0,493.0,153.0,493.0,231.0,470.0,231.0
467.0,236.0,501.0,236.0,501.0,154.0,467.0,154.0
471.0,156.0,497.0,156.0,497.0,233.0,471.0,233.0
469.0,247.0,500.0,247.0,500.0,158.0,469.0,158.0
468.0,248.0,497.0,248.0,497.0,159.0,468.0,159.0
469.0,248.0,502.0,248.0,502.0,160.0,469.0,160.0
468.0,240.0,504.0,240.0,504.0,162.0,468.0,162.0
471.0,241.0,495.0,241.0,495.0,160.0,471.0,160.0
471.0,246.0,503.0,246.0,503.0,159.0,471.0,159.0
468.0,162.0,490.0,162.0,490.0,239.0,468.0,239.0
464.0,164.0,490.0,164.0,490.0,238.0,464.0,238.0
461.0,244.0,490.0,244.0,490.0,163.0,461.0,163.0
463.0,163.0,486.0,163.0,486.0,237.0,463.0,237.0
457.0,163.0,482.0,163.0,482.0,238.0,457.0,238.0
456.0,252.0,483.0,252.0,483.0,164.0,456.0,164.0
454.0,250.0,480.0,250.0,480.0,163.0,454.0,163.0
455.0,163.0,482.0,163.0,482.0,238.0,455.0,238.0
452.0,239.0,488.0,239.0,488.0,163.0,452.0,163.0
453.0,238.0,491.0,238.0,491.0,160.0,453.0,160.0
457.0,243.0,489.0,243.0,489.0,161.0,457.0,161.0
